t,Mass0,Mass0_5,Mass1_0,Mass1_5,Mass2_0,Minutes
128,-0.000738916,0.489901483,1.010098577,1.470443368,1.987192154,0.1905
129,-0.001477833,0.489901483,1.011330128,1.470443368,1.986453295,0.192
130,-0.001970443,0.490886718,1.013546824,1.469950795,1.984729171,0.1935
131,-0.002216749,0.491133034,1.015517235,1.470197082,1.983990192,0.195
132,-0.001970443,0.492118239,1.017734051,1.471921206,1.983990192,0.1965
133,-0.003201971,0.492118239,1.019458175,1.472167492,1.984975457,0.198
134,-0.002463054,0.491379321,1.022167563,1.47290647,1.984729171,0.1995
135,-0.001724138,0.491133034,1.024630547,1.472167492,1.98349762,0.201
136,-0.002463054,0.491133034,1.026600957,1.471674919,1.982019782,0.2025
137,-0.002955665,0.490886718,1.029064059,1.472167492,1.982758641,0.204
138,-0.002216749,0.490147799,1.03103447,1.473152757,1.982758641,0.2055
139,-0.001231527,0.489901483,1.032758594,1.473891616,1.982266068,0.207
140,-0.000985222,0.490147799,1.033004999,1.473891616,1.982758641,0.2085
141,-0.000492611,0.490640402,1.033004999,1.473891616,1.982019782,0.21
142,-0.001231527,0.490147799,1.034482837,1.473399043,1.982512355,0.2115
143,-0.000985222,0.48940888,1.036206961,1.47290647,1.981280804,0.213
144,-0.000492611,0.489655197,1.036699533,1.47290647,1.980788231,0.2145
145,-0.000246305,0.490147799,1.03694582,1.472660184,1.980541945,0.216
146,-0.000246305,0.489901483,1.035960674,1.473152757,1.980049372,0.2175
147,-0.000246305,0.48940888,1.035467982,1.472413778,1.979802966,0.219
148,-0.000246305,0.489162564,1.034236431,1.47290647,1.981034517,0.2205
149,-0.000985222,0.48940888,1.033004999,1.47290647,1.981527209,0.222
150,-0.001477833,0.48940888,1.031773448,1.472167492,1.980788231,0.2235
151,-0.001970443,0.490147799,1.030788183,1.472167492,1.980788231,0.225
152,-0.00270936,0.491379321,1.029064059,1.471921206,1.981773496,0.2265
153,-0.002955665,0.492118239,1.026847363,1.47093606,1.982512355,0.228
154,-0.002216749,0.492364556,1.026108384,1.47093606,1.983990192,0.2295
155,-0.002463054,0.492364556,1.02438426,1.47093606,1.98546803,0.231
156,-0.003694581,0.493103474,1.02241385,1.470689654,1.987192154,0.2325
157,-0.004679803,0.493103474,1.020689726,1.469950795,1.988916278,0.234
158,-0.005172414,0.492118239,1.018226624,1.469950795,1.989901543,0.2355
159,-0.004926109,0.491133034,1.015517235,1.469950795,1.98940897,0.237
160,-0.004926109,0.492118239,1.012807965,1.470689654,1.989162564,0.2385
161,-0.004926109,0.493103474,1.010591149,1.47093606,1.990147829,0.24
162,-0.005172414,0.492857158,1.008867025,1.470443368,1.989901543,0.2415
163,-0.004679803,0.492118239,1.008128166,1.470443368,1.990147829,0.243
164,-0.005172414,0.491871923,1.007142901,1.46896553,1.990394115,0.2445
165,-0.006403941,0.491871923,1.007635474,1.46896553,1.991133094,0.246
166,-0.006650247,0.491133034,1.008128166,1.46896553,1.99137938,0.2475
167,-0.006650247,0.490147799,1.009113312,1.468719244,1.99137938,0.249
168,-0.005665025,0.488423645,1.007389188,1.468472958,1.992118239,0.2505
169,-0.004187192,0.487192124,1.006403923,1.468226671,1.992610931,0.252
170,-0.003201971,0.486453205,1.00591135,1.468472958,1.993349791,0.2535
171,-0.003201971,0.485714287,1.006896615,1.469211817,1.993349791,0.255
172,-0.003940887,0.485468,1.006157637,1.46896553,1.992857218,0.2565
173,-0.003448276,0.485468,1.006403923,1.468719244,1.992118239,0.258
174,-0.002955665,0.484482765,1.00591135,1.468226671,1.991133094,0.2595
175,-0.003694581,0.484236479,1.005665064,1.468226671,1.98940897,0.261
176,-0.004187192,0.485714287,1.004679799,1.468226671,1.987931132,0.2625
177,-0.003940887,0.487192124,1.00394094,1.468719244,1.98743844,0.264
178,-0.004433498,0.486206919,1.004679799,1.467980385,1.986699581,0.2655
179,-0.006403941,0.484729081,1.004679799,1.468472958,1.985960603,0.267
180,-0.007635468,0.484482765,1.004433513,1.468226671,1.98743844,0.2685
181,-0.007881774,0.485468,1.005172491,1.467241406,1.985714316,0.27
182,-0.007142857,0.485221684,1.005665064,1.467980385,1.988669991,0.2715
183,-0.006650247,0.485468,1.004433513,1.46699512,1.98940897,0.273
184,-0.006157636,0.485468,1.002709389,1.466748834,1.992610931,0.2745
185,-0.005418719,0.485714287,1.000985265,1.465517282,1.98940897,0.276
186,-0.005665025,0.48743844,1.001724124,1.465763569,1.989901543,0.2775
187,-0.005665025,0.488916278,1.002709389,1.465270996,1.986453295,0.279
188,-0.006403941,0.490147799,1.003448248,1.466009855,1.983990192,0.2805
189,-0.006403941,0.491871923,1.002709389,1.466009855,1.983990192,0.282
190,-0.006650247,0.492118239,1.00197053,1.465763569,1.984236479,0.2835
191,-0.007142857,0.492118239,1.000492692,1.466256261,1.983990192,0.285
192,-0.007881774,0.493349761,1.000985265,1.467487693,1.984482765,0.2865
193,-0.007142857,0.493842393,1,1.468719244,1.983743906,0.288
194,-0.006157636,0.493842393,1.000738978,1.469458222,1.984729171,0.2895
195,-0.006157636,0.494334996,1.001724124,1.46896553,1.987192154,0.291
196,-0.005418719,0.495320201,1.001477838,1.469458222,1.98940897,0.2925
197,-0.004926109,0.495320201,1.001724124,1.470197082,1.989162564,0.294
198,-0.004433498,0.495566517,1.001724124,1.471182346,1.985714316,0.2955
199,-0.005172414,0.49605912,1.001724124,1.472413778,1.98743844,0.297
200,-0.00591133,0.497536957,1.001724124,1.474138021,1.983743906,0.2985
201,-0.006403941,0.49802956,1.00197053,1.474630594,1.982266068,0.3
202,-0.007142857,0.497783273,1.00197053,1.475615859,1.981280804,0.3015
203,-0.007881774,0.496798038,1.002463102,1.476601005,1.98349762,0.303
204,-0.008128079,0.494827598,1.002463102,1.476354718,1.983251333,0.3045
205,-0.008866996,0.494581282,1.001724124,1.475862145,1.985714316,0.306
206,-0.009113301,0.49408868,1.000738978,1.474630594,1.986945868,0.3075
207,-0.009605912,0.492364556,1.000492692,1.475615859,1.987684846,0.309
208,-0.009113301,0.491379321,1,1.476847291,1.987684846,0.3105
209,-0.00862069,0.492610842,1,1.476108432,1.987684846,0.312
210,-0.007881774,0.492610842,0.999753714,1.474876881,1.986699581,0.3135
211,-0.007881774,0.492118239,0.999753714,1.474138021,1.988423705,0.315
212,-0.007635468,0.491871923,0.999507427,1.473891616,1.98743844,0.3165
213,-0.008128079,0.492118239,0.999507427,1.474384308,1.986453295,0.318
214,-0.008866996,0.491871923,1.000246286,1.473645329,1.984975457,0.3195
215,-0.00862069,0.492118239,1.001231551,1.473891616,1.985960603,0.321
216,-0.00862069,0.490394115,1.002709389,1.473152757,1.986453295,0.3225
217,-0.008866996,0.489162564,1.003694654,1.473399043,1.988177419,0.324
218,-0.009852218,0.488669962,1.003694654,1.472660184,1.986699581,0.3255
219,-0.009113301,0.488669962,1.004679799,1.473399043,1.985960603,0.327
220,-0.008128079,0.48940888,1.007142901,1.472660184,1.984482765,0.3285
221,-0.007389163,0.490640402,1.009113312,1.472167492,1.98546803,0.33
222,-0.006650247,0.491625637,1.011330128,1.471921206,1.984236479,0.3315
223,-0.006403941,0.490394115,1.013793111,1.47290647,1.981773496,0.333
224,-0.006650247,0.489655197,1.015517235,1.47290647,1.980788231,0.3345
225,-0.006650247,0.490394115,1.017487764,1.473152757,1.981280804,0.336
226,-0.006650247,0.492118239,1.019458175,1.47290647,1.981034517,0.3375
227,-0.006650247,0.490394115,1.021182299,1.473891616,1.981280804,0.339
228,-0.006896552,0.489901483,1.022660136,1.474384308,1.982019782,0.3405
229,-0.006896552,0.490394115,1.023891687,1.474138021,1.981034517,0.342
230,-0.007881774,0.489655197,1.024630547,1.473891616,1.980788231,0.3435
231,-0.008866996,0.489162564,1.025123239,1.473891616,1.980049372,0.345
232,-0.010098523,0.48940888,1.025862098,1.474138021,1.979802966,0.3465
233,-0.010837439,0.489655197,1.024876833,1.473152757,1.978817821,0.348
234,-0.010837439,0.489655197,1.023891687,1.473399043,1.97955668,0.3495
235,-0.010344828,0.490394115,1.023891687,1.473645329,1.978325129,0.351
236,-0.010344828,0.48940888,1.024876833,1.473891616,1.978817821,0.3525
237,-0.011083744,0.489162564,1.02438426,1.473645329,1.979310393,0.354
238,-0.01182266,0.489162564,1.022906423,1.474630594,1.981280804,0.3555
239,-0.012315271,0.48940888,1.021428585,1.475369453,1.980295658,0.357
240,-0.012561576,0.490147799,1.020689726,1.475862145,1.980049372,0.3585
241,-0.012561576,0.491133034,1.019704461,1.475615859,1.980541945,0.36
242,-0.012315271,0.491379321,1.018719196,1.475615859,1.981034517,0.3615
243,-0.012315271,0.490886718,1.016748786,1.474384308,1.980788231,0.363
244,-0.012315271,0.489655197,1.015270948,1.473891616,1.981034517,0.3645
245,-0.012315271,0.488916278,1.013300538,1.47290647,1.980295658,0.366
246,-0.012807882,0.488916278,1.011576414,1.472167492,1.980049372,0.3675
247,-0.013054187,0.488423645,1.00985229,1.472413778,1.97955668,0.369
248,-0.012315271,0.488423645,1.009359598,1.471921206,1.97955668,0.3705
249,-0.011083744,0.488423645,1.009113312,1.470443368,1.979802966,0.372
250,-0.009852218,0.488916278,1.007635474,1.470443368,1.979802966,0.3735
251,-0.00862069,0.489162564,1.006403923,1.471674919,1.981034517,0.375
252,-0.006896552,0.48940888,1.004926085,1.471921206,1.980541945,0.3765
253,-0.005665025,0.488669962,1.003694654,1.470689654,1.981280804,0.378
254,-0.004679803,0.489162564,1.003448248,1.471182346,1.982512355,0.3795
255,-0.004187192,0.489901483,1.003448248,1.471921206,1.983251333,0.381
256,-0.004679803,0.490640402,1.003201962,1.471428633,1.982019782,0.3825
257,-0.004926109,0.489655197,1.002463102,1.470443368,1.981280804,0.384
258,-0.004926109,0.488916278,1.001724124,1.469950795,1.981773496,0.3855
259,-0.004679803,0.488669962,1.00197053,1.470443368,1.982512355,0.387
260,-0.003940887,0.489162564,1.002955675,1.47093606,1.982266068,0.3885
261,-0.003448276,0.489901483,1.004679799,1.471674919,1.981280804,0.39
262,-0.002955665,0.490886718,1.006403923,1.472167492,1.980295658,0.3915
263,-0.003448276,0.490886718,1.008374453,1.472167492,1.979802966,0.393
264,-0.002463054,0.491133034,1.009113312,1.47290647,1.978571534,0.3945
265,-0.001970443,0.492118239,1.011083722,1.472413778,1.978325129,0.396
266,-0.002216749,0.491871923,1.010591149,1.473645329,1.978078842,0.3975
267,-0.001970443,0.490640402,1.010837436,1.475123167,1.977832556,0.399
268,-0.001724138,0.488916278,1.011083722,1.475369453,1.978078842,0.4005
269,-0.003448276,0.488916278,1.012068987,1.475123167,1.977093697,0.402
270,-0.004433498,0.489162564,1.013546824,1.475862145,1.976354718,0.4035
271,-0.004926109,0.488669962,1.015270948,1.477093697,1.974876881,0.405
272,-0.005172414,0.487931043,1.016256213,1.477093697,1.974138021,0.4065
273,-0.004926109,0.487192124,1.017980337,1.476847291,1.973152757,0.408
274,-0.004926109,0.487192124,1.019950747,1.476108432,1.973152757,0.4095
275,-0.004433498,0.487931043,1.022167563,1.476108432,1.973645329,0.411
276,-0.003940887,0.48743844,1.02438426,1.476108432,1.973645329,0.4125
277,-0.003940887,0.485960603,1.025615811,1.475615859,1.972660184,0.414
278,-0.004433498,0.485221684,1.026108384,1.475123167,1.973152757,0.4155
279,-0.004433498,0.485221684,1.025369525,1.475123167,1.97290647,0.417
280,-0.004187192,0.485714287,1.025862098,1.474384308,1.973399043,0.4185
281,-0.003448276,0.486699522,1.026600957,1.474384308,1.973891735,0.42
282,-0.003448276,0.486699522,1.029064059,1.474630594,1.974876881,0.4215
283,-0.003940887,0.486206919,1.030049324,1.475369453,1.975369573,0.423
284,-0.004433498,0.486206919,1.031280875,1.474630594,1.976601005,0.4245
285,-0.005172414,0.486945838,1.031280875,1.474138021,1.976847291,0.426
286,-0.006403941,0.487192124,1.032019734,1.474138021,1.977093697,0.4275
287,-0.006157636,0.487192124,1.032758594,1.473399043,1.976847291,0.429
288,-0.005665025,0.487684757,1.032758594,1.472660184,1.977093697,0.4305
289,-0.006403941,0.489655197,1.031527162,1.471921206,1.977586269,0.432
290,-0.006403941,0.489901483,1.030541897,1.471428633,1.977339983,0.4335
291,-0.007142857,0.489901483,1.030049324,1.471428633,1.978571534,0.435
292,-0.007142857,0.489655197,1.029064059,1.472167492,1.979802966,0.4365
293,-0.007881774,0.488916278,1.027832508,1.472167492,1.981034517,0.438
294,-0.008374385,0.488423645,1.026108384,1.472660184,1.980788231,0.4395
295,-0.009113301,0.488916278,1.024630547,1.473152757,1.982266068,0.441
296,-0.009852218,0.488669962,1.023891687,1.473399043,1.982019782,0.4425
297,-0.010098523,0.487931043,1.023398995,1.473152757,1.983251333,0.444
298,-0.009852218,0.487192124,1.02241385,1.473399043,1.983990192,0.4455
299,-0.009852218,0.485960603,1.020936012,1.473399043,1.983990192,0.447
300,-0.009359607,0.484975398,1.019458175,1.473891616,1.982512355,0.4485
301,-0.008866996,0.484975398,1.019211888,1.474138021,1.982019782,0.45
302,-0.008128079,0.484729081,1.01847291,1.475123167,1.980788231,0.4515
303,-0.007635468,0.485960603,1.017487764,1.475369453,1.979802966,0.453
304,-0.007142857,0.48743844,1.016256213,1.476108432,1.979310393,0.4545
305,-0.007142857,0.488423645,1.016009927,1.477093697,1.980295658,0.456
306,-0.007142857,0.487684757,1.016009927,1.477093697,1.980541945,0.4575
307,-0.006650247,0.487931043,1.016009927,1.477832556,1.980541945,0.459
308,-0.006650247,0.488423645,1.015024662,1.478571415,1.980541945,0.4605
309,-0.006650247,0.488177359,1.013546824,1.478571415,1.980049372,0.462
310,-0.006403941,0.48743844,1.01256156,1.478078842,1.978571534,0.4635
311,-0.00591133,0.487192124,1.011083722,1.478078842,1.976847291,0.465
312,-0.005418719,0.487684757,1.009359598,1.478078842,1.976847291,0.4665
313,-0.004926109,0.488669962,1.008374453,1.476847291,1.976108432,0.468
314,-0.004433498,0.489162564,1.008374453,1.476601005,1.975369573,0.4695
315,-0.004679803,0.490147799,1.008620739,1.477339983,1.973645329,0.471
316,-0.004679803,0.491379321,1.007881761,1.477832556,1.972660184,0.4725
317,-0.004926109,0.492610842,1.008128166,1.478078842,1.97290647,0.474
318,-0.004926109,0.493596077,1.007142901,1.477093697,1.973891735,0.4755
319,-0.005665025,0.49408868,1.005172491,1.476601005,1.973152757,0.477
320,-0.005665025,0.493349761,1.004187226,1.476354718,1.973891735,0.4785
321,-0.00591133,0.491871923,1.00394094,1.476847291,1.975369573,0.48
322,-0.005418719,0.490147799,1.002955675,1.477093697,1.976108432,0.4815
323,-0.005418719,0.488669962,1.001231551,1.477093697,1.975862145,0.483
324,-0.006157636,0.487684757,0.999753714,1.476847291,1.975123167,0.4845
325,-0.006896552,0.486453205,0.998275876,1.475862145,1.974876881,0.486
326,-0.007881774,0.486453205,0.997536957,1.474876881,1.974138021,0.4875
327,-0.007881774,0.486453205,0.998275876,1.474384308,1.974138021,0.489
328,-0.007635468,0.487192124,0.997536957,1.474630594,1.974630594,0.4905
329,-0.007881774,0.488177359,0.997783303,1.474876881,1.974630594,0.492
330,-0.008128079,0.488669962,0.997536957,1.474630594,1.975123167,0.4935
331,-0.007635468,0.487931043,0.997290671,1.476108432,1.975862145,0.495
332,-0.007389163,0.48743844,0.996305466,1.476847291,1.975615859,0.4965
333,-0.007142857,0.486453205,0.994581282,1.476847291,1.976601005,0.498
334,-0.007881774,0.485221684,0.993596077,1.476601005,1.976601005,0.4995
335,-0.008128079,0.484236479,0.993596077,1.476354718,1.976108432,0.501
336,-0.009605912,0.483990163,0.992857158,1.476847291,1.975862145,0.5025
337,-0.010098523,0.48349756,0.993349791,1.476847291,1.976601005,0.504
338,-0.010098523,0.484482765,0.993103504,1.476601005,1.977093697,0.5055
339,-0.009852218,0.485221684,0.993349791,1.476354718,1.975862145,0.507
340,-0.010098523,0.485714287,0.994334996,1.475862145,1.975369573,0.5085
341,-0.009605912,0.486453205,0.995073915,1.475615859,1.975369573,0.51
342,-0.008128079,0.487192124,0.997044384,1.475369453,1.975369573,0.5115
343,-0.006896552,0.48743844,0.999507427,1.475369453,1.976354718,0.513
344,-0.006157636,0.486453205,1.003201962,1.475862145,1.977339983,0.5145
345,-0.005665025,0.485714287,1.00591135,1.475615859,1.976847291,0.516
346,-0.006650247,0.485221684,1.009605885,1.475123167,1.976847291,0.5175
347,-0.006650247,0.484729081,1.012807965,1.475123167,1.977832556,0.519
348,-0.006403941,0.483743846,1.016748786,1.474630594,1.977586269,0.5205
349,-0.007389163,0.483251244,1.019704461,1.473891616,1.977586269,0.522
350,-0.007635468,0.483251244,1.023152709,1.473891616,1.978078842,0.5235
351,-0.006650247,0.48349756,1.026354671,1.473399043,1.978078842,0.525
352,-0.00591133,0.484236479,1.028817773,1.473645329,1.978078842,0.5265
353,-0.006403941,0.484975398,1.030049324,1.474138021,1.977832556,0.528
354,-0.005665025,0.484482765,1.033004999,1.473399043,1.977339983,0.5295
355,-0.004433498,0.484482765,1.036699533,1.473645329,1.977339983,0.531
356,-0.003940887,0.484729081,1.038423657,1.473891616,1.976847291,0.5325
357,-0.003448276,0.484975398,1.040147781,1.473152757,1.978078842,0.534
358,-0.003694581,0.485221684,1.04088676,1.472660184,1.978571534,0.5355
359,-0.003448276,0.484975398,1.041871905,1.471428633,1.979064107,0.537
360,-0.003694581,0.484729081,1.042610884,1.471674919,1.979802966,0.5385
361,-0.003201971,0.484975398,1.042118311,1.472660184,1.97955668,0.54
362,-0.002955665,0.485468,1.040394068,1.472413778,1.980049372,0.5415
363,-0.002463054,0.486206919,1.03891623,1.473399043,1.981280804,0.543
364,-0.001477833,0.486453205,1.037192106,1.473399043,1.980788231,0.5445
365,-0.000985222,0.485960603,1.035467982,1.473891616,1.980049372,0.546
366,-0.001477833,0.486453205,1.033251286,1.475369453,1.979310393,0.5475
367,-0.000985222,0.48743844,1.031280875,1.476354718,1.978571534,0.549
368,-0.000492611,0.487684757,1.029064059,1.475862145,1.978571534,0.5505
369,-0.000985222,0.48743844,1.027339935,1.476354718,1.978078842,0.552
370,-0.001477833,0.487192124,1.026108384,1.476354718,1.978571534,0.5535
371,-0.000985222,0.486945838,1.024876833,1.477586269,1.979064107,0.555
372,-0.000738916,0.487931043,1.02241385,1.479310393,1.979064107,0.5565
373,-0.001724138,0.488916278,1.019704461,1.478325129,1.978817821,0.558
374,-0.004679803,0.488669962,1.017487764,1.477586269,1.978817821,0.5595
375,-0.006403941,0.488669962,1.015270948,1.478571415,1.978078842,0.561
376,-0.00591133,0.488916278,1.013054252,1.479064107,1.977339983,0.5625
377,-0.00591133,0.489655197,1.011083722,1.480049253,1.975862145,0.564
378,-0.004187192,0.490147799,1.009359598,1.480295658,1.974630594,0.5655
379,-0.001477833,0.490147799,1.008128166,1.480541945,1.973891735,0.567
380,0.001477833,0.490640402,1.006896615,1.481034517,1.973891735,0.5685
381,0.003940887,0.490640402,1.006896615,1.479802966,1.973399043,0.57
382,0.00591133,0.490640402,1.007389188,1.479310393,1.973399043,0.5715
383,0.007389163,0.491625637,1.007881761,1.478571415,1.972660184,0.573
384,0.009359607,0.492610842,1.007881761,1.477093697,1.972660184,0.5745
385,0.010591133,0.492364556,1.008867025,1.476108432,1.973152757,0.576
386,0.01182266,0.492610842,1.010098577,1.476847291,1.973645329,0.5775
387,0.012068965,0.493349761,1.013054252,1.476847291,1.974876881,0.579
388,0.012068965,0.493596077,1.014532089,1.476354718,1.975369573,0.5805
389,0.01182266,0.493596077,1.0165025,1.474876881,1.976354718,0.582
390,0.012561576,0.49408868,1.018226624,1.474384308,1.977093697,0.5835
391,0.016502464,0.493842393,1.019211888,1.475615859,1.976601005,0.585
392,0.019458128,0.493596077,1.019211888,1.475123167,1.975862145,0.5865
393,0.021182267,0.493596077,1.018965602,1.474138021,1.975615859,0.588
394,0.021428572,0.493596077,1.019704461,1.473399043,1.976601005,0.5895
395,0.01995074,0.492364556,1.020197034,1.473645329,1.978325129,0.591
396,0.017241379,0.491625637,1.020443439,1.474138021,1.979802966,0.5925
397,0.014285714,0.492364556,1.020197034,1.474630594,1.981280804,0.594
398,0.01182266,0.493103474,1.020197034,1.474138021,1.981034517,0.5955
399,0.010591133,0.49408868,1.018719196,1.474384308,1.981773496,0.597
400,0.010344828,0.49408868,1.017734051,1.474876881,1.982758641,0.5985
401,0.010344828,0.493596077,1.016995072,1.475369453,1.984236479,0.6
402,0.009605912,0.493596077,1.0165025,1.476108432,1.985714316,0.6015
403,0.00862069,0.493349761,1.014532089,1.476601005,1.985714316,0.603
404,0.008128079,0.493103474,1.011330128,1.476601005,1.984975457,0.6045
405,0.00862069,0.492610842,1.00985229,1.476108432,1.984729171,0.606
406,0.008128079,0.492857158,1.008374453,1.475862145,1.984729171,0.6075
407,0.007881774,0.493103474,1.007389188,1.476354718,1.983990192,0.609
408,0.006650247,0.492364556,1.007389188,1.476601005,1.984236479,0.6105
409,0.004679803,0.491379321,1.007389188,1.476601005,1.983990192,0.612
410,0.00270936,0.490640402,1.008128166,1.477093697,1.984236479,0.6135
411,0.001231527,0.48940888,1.008620739,1.477093697,1.984236479,0.615
412,-0.000246305,0.489655197,1.007635474,1.477093697,1.982758641,0.6165
413,-0.000246305,0.490394115,1.006157637,1.477093697,1.981773496,0.618
414,0.000246305,0.490640402,1.006157637,1.477093697,1.981034517,0.6195
415,0.000738916,0.490640402,1.006896615,1.476847291,1.980295658,0.621
416,0.001231527,0.490147799,1.006896615,1.477093697,1.97955668,0.6225
417,0,0.489655197,1.006650329,1.477093697,1.978325129,0.624
418,-0.001970443,0.48940888,1.005665064,1.477339983,1.978325129,0.6255
419,-0.00270936,0.489901483,1.004926085,1.477586269,1.977339983,0.627
420,-0.002955665,0.489162564,1.004187226,1.478078842,1.975862145,0.6285
421,-0.003448276,0.489162564,1.004433513,1.477586269,1.975369573,0.63
422,-0.003201971,0.48940888,1.004187226,1.477586269,1.974630594,0.6315
423,-0.003940887,0.489655197,1.003201962,1.478078842,1.974630594,0.633
424,-0.003201971,0.48940888,1.002216816,1.477832556,1.975369573,0.6345
425,-0.002463054,0.488669962,1.001477838,1.478078842,1.975369573,0.636
426,-0.001231527,0.488177359,1.000492692,1.478078842,1.975369573,0.6375
427,-0.000246305,0.487931043,0.999753714,1.478325129,1.975615859,0.639
428,0.000985222,0.489655197,0.999753714,1.47955668,1.975369573,0.6405
429,0.001970443,0.490640402,0.999507427,1.480541945,1.975862145,0.642
430,0.002955665,0.490394115,0.999753714,1.480788231,1.976847291,0.6435
431,0.003448276,0.490147799,1.000246286,1.481034517,1.976847291,0.645
432,0.00270936,0.489162564,0.999753714,1.481034517,1.977093697,0.6465
433,0.00270936,0.487931043,0.999507427,1.481034517,1.976354718,0.648
434,0.00270936,0.487684757,0.998522222,1.480295658,1.976108432,0.6495
435,0.002463054,0.486453205,0.997783303,1.480788231,1.976108432,0.651
436,0.002463054,0.485714287,0.99802959,1.480049253,1.975123167,0.6525
437,0.001231527,0.484236479,0.998275876,1.479064107,1.975123167,0.654
438,0,0.484236479,0.99802959,1.478817821,1.975615859,0.6555
439,0,0.483990163,0.997783303,1.478571415,1.975615859,0.657
440,-0.000246305,0.48349756,0.998275876,1.477832556,1.976354718,0.6585
441,0.000492611,0.483251244,0.998768508,1.477586269,1.975862145,0.66
442,0,0.482266039,0.999014795,1.478571415,1.975369573,0.6615
443,0.000246305,0.482512325,0.998768508,1.477586269,1.975615859,0.663
444,0.000246305,0.483004928,0.997783303,1.476354718,1.976354718,0.6645
445,-0.000492611,0.483990163,0.997290671,1.474384308,1.976601005,0.666
446,-0.000738916,0.482758641,0.996305466,1.474138021,1.976354718,0.6675
447,-0.001724138,0.482512325,0.995320201,1.473152757,1.975123167,0.669
448,-0.00270936,0.482758641,0.995073915,1.473152757,1.974384308,0.6705
449,-0.003201971,0.483251244,0.994827628,1.472660184,1.974630594,0.672
450,-0.003940887,0.484482765,0.994827628,1.472413778,1.974876881,0.6735
451,-0.004679803,0.485714287,0.993596077,1.472660184,1.975862145,0.675
452,-0.004926109,0.485468,0.994334996,1.473891616,1.976108432,0.6765
453,-0.004433498,0.485960603,0.995320201,1.474630594,1.975862145,0.678
454,-0.003201971,0.48743844,0.994581282,1.475615859,1.975615859,0.6795
455,-0.002216749,0.488916278,0.993349791,1.476601005,1.975862145,0.681
456,-0.001724138,0.488423645,0.992364585,1.476847291,1.976108432,0.6825
457,-0.001477833,0.487931043,0.992118239,1.477832556,1.976601005,0.684
458,-0.000985222,0.487684757,0.992118239,1.478078842,1.976108432,0.6855
459,-0.002216749,0.487192124,0.991871953,1.478325129,1.975369573,0.687
460,-0.002463054,0.488669962,0.990886748,1.478078842,1.975369573,0.6885
461,-0.002463054,0.488916278,0.990640402,1.478571415,1.975615859,0.69
462,-0.002216749,0.489655197,0.991133034,1.478817821,1.975615859,0.6915
463,-0.001724138,0.488669962,0.991133034,1.478817821,1.976601005,0.693
464,-0.002216749,0.488916278,0.992118239,1.478325129,1.978078842,0.6945
465,-0.002463054,0.487931043,0.993596077,1.479064107,1.979064107,0.696
466,-0.001970443,0.488916278,0.993842423,1.479064107,1.980295658,0.6975
467,-0.001231527,0.487192124,0.992610872,1.478817821,1.980295658,0.699
468,-0.000738916,0.486699522,0.992118239,1.478571415,1.980788231,0.7005
469,0.000246305,0.485221684,0.991871953,1.477832556,1.981280804,0.702
470,0.000738916,0.486453205,0.991379321,1.476601005,1.982019782,0.7035
471,0.000738916,0.486945838,0.990886748,1.475123167,1.982758641,0.705
472,0.000738916,0.486945838,0.991133034,1.474384308,1.982758641,0.7065
473,0.001231527,0.485468,0.991871953,1.474138021,1.982512355,0.708
474,0.002216749,0.486206919,0.993103504,1.473645329,1.982019782,0.7095
475,0.001231527,0.486945838,0.993842423,1.473152757,1.982019782,0.711
476,0.000492611,0.48743844,0.994581282,1.473152757,1.982512355,0.7125
477,0.000738916,0.488423645,0.995320201,1.47290647,1.98349762,0.714
478,0.000985222,0.488177359,0.996305466,1.47290647,1.983004928,0.7155
479,0.000738916,0.488423645,0.996798038,1.47290647,1.982019782,0.717
480,0.000985222,0.488177359,0.997536957,1.473399043,1.981034517,0.7185
481,0.000492611,0.489162564,0.997044384,1.474138021,1.97955668,0.72
482,0.002216749,0.490640402,0.996798038,1.474138021,1.978817821,0.7215
483,0.003940887,0.492364556,0.997044384,1.473645329,1.978817821,0.723
484,0.004187192,0.491379321,0.997536957,1.474138021,1.979064107,0.7245
485,0.003940887,0.492364556,0.99802959,1.474630594,1.978817821,0.726
486,0.003694581,0.491871923,0.997783303,1.474630594,1.978078842,0.7275
487,0.00270936,0.492610842,0.998522222,1.475615859,1.977586269,0.729
488,0.000738916,0.492364556,0.999507427,1.476354718,1.977093697,0.7305
489,0.000738916,0.493103474,0.999753714,1.476847291,1.977093697,0.732
490,0.000738916,0.493349761,0.999014795,1.476847291,1.977093697,0.7335
491,0,0.493842393,0.998522222,1.477093697,1.977093697,0.735
492,-0.000985222,0.493842393,0.997536957,1.477093697,1.977586269,0.7365
493,-0.000492611,0.494827598,0.996551752,1.477832556,1.977339983,0.738
494,-0.000985222,0.494581282,0.99605912,1.477832556,1.975862145,0.7395
495,-0.000985222,0.495320201,0.995566547,1.478325129,1.975369573,0.741
496,0,0.495566517,0.995812833,1.478325129,1.977093697,0.7425
497,0.001231527,0.49605912,0.995566547,1.478817821,1.978571534,0.744
498,0.001970443,0.49605912,0.994581282,1.479064107,1.979310393,0.7455
499,0.002216749,0.496798038,0.994334996,1.479064107,1.980049372,0.747
500,0.000492611,0.496798038,0.994581282,1.479310393,1.980049372,0.7485
501,-0.001231527,0.496551752,0.994581282,1.480295658,1.97955668,0.75
502,-0.002463054,0.497290641,0.993842423,1.47955668,1.978571534,0.7515
